age_tuned;ISOBENd13cLOESSsmooth;ISOBENd18oLOESSsmooth
21.134;0.557;1.816
21.136;0.472;1.840
21.138;0.386;1.895
21.140;0.323;1.971
21.142;0.288;2.088
21.144;0.277;2.208
21.146;0.287;2.291
21.148;0.325;2.345
21.150;0.438;2.333
21.152;0.552;2.321
21.154;0.581;2.384
21.156;0.584;2.453
21.158;0.569;2.502
21.160;0.558;2.519
21.162;0.593;2.448
21.164;0.632;2.362
21.166;0.653;2.304
21.168;0.667;2.268
21.170;0.673;2.302
21.172;0.667;2.350
21.174;0.651;2.362
21.176;0.628;2.360
21.178;0.591;2.330
21.180;0.550;2.311
21.182;0.514;2.358
21.184;0.488;2.425
21.186;0.487;2.498
21.188;0.501;2.556
21.190;0.533;2.567
21.192;0.565;2.573
21.194;0.578;2.612
21.196;0.589;2.639
21.198;0.603;2.632
21.200;0.611;2.601
21.202;0.613;2.523
21.204;0.612;2.429
21.206;0.603;2.383
21.208;0.581;2.428
21.210;0.542;2.484
21.212;0.462;2.499
21.214;0.393;2.508
21.216;0.389;2.504
21.218;0.414;2.503
21.220;0.488;2.545
21.222;0.554;2.583
21.224;0.538;2.575
21.226;0.504;2.551
21.228;0.483;2.527
21.230;0.460;2.490
21.232;0.434;2.418
21.234;0.407;2.347
21.236;0.380;2.299
21.238;0.360;2.274
21.240;0.370;2.306
21.242;0.390;2.354
21.244;0.405;2.392
21.246;0.413;2.419
21.248;0.395;2.425
21.250;0.375;2.402
21.252;0.370;2.307
21.254;0.373;2.205
21.256;0.390;2.151
21.258;0.408;2.124
21.260;0.410;2.158
21.262;0.414;2.189
21.264;0.427;2.128
21.266;0.438;2.054
21.268;0.433;2.032
21.270;0.422;2.038
21.272;0.412;2.054
21.274;0.410;2.070
21.276;0.418;2.074
21.278;0.430;2.040
21.280;0.442;2.006
21.282;0.457;2.029
21.284;0.474;2.051
21.286;0.472;2.030
21.288;0.475;1.987
21.290;0.532;1.899
21.292;0.595;1.811
21.294;0.631;1.764
21.296;0.645;1.744
21.298;0.608;1.772
21.300;0.563;1.826
21.302;0.554;1.913
21.304;0.561;2.020
21.306;0.574;2.092
21.308;0.593;2.102
21.310;0.598;2.072
21.312;0.562;1.957
21.314;0.519;1.858
21.316;0.482;1.889
21.318;0.452;1.966
21.320;0.446;2.094
21.322;0.455;2.223
21.324;0.475;2.264
21.326;0.508;2.281
21.328;0.568;2.306
21.330;0.626;2.321
21.332;0.657;2.315
21.334;0.670;2.298
21.336;0.657;2.275
21.338;0.631;2.245
21.340;0.619;2.216
21.342;0.640;2.182
21.344;0.660;2.155
21.346;0.653;2.157
21.348;0.638;2.180
21.350;0.623;2.245
21.352;0.602;2.306
21.354;0.578;2.318
21.356;0.546;2.301
21.358;0.485;2.224
21.360;0.431;2.151
21.362;0.416;2.142
21.364;0.421;2.153
21.366;0.447;2.192
21.368;0.487;2.241
21.370;0.534;2.269
21.372;0.581;2.284
21.374;0.637;2.278
21.376;0.682;2.269
21.378;0.679;2.262
21.380;0.658;2.272
21.382;0.623;2.356
21.384;0.592;2.431
21.386;0.601;2.423
21.388;0.620;2.386
21.390;0.628;2.299
21.392;0.634;2.211
21.394;0.636;2.182
21.396;0.646;2.185
21.398;0.687;2.229
21.400;0.735;2.299
21.402;0.776;2.398
21.404;0.813;2.513
21.406;0.838;2.591
21.408;0.844;2.597
21.410;0.846;2.580
21.412;0.850;2.563
21.414;0.851;2.540
21.416;0.859;2.516
21.418;0.863;2.491
21.420;0.848;2.463
21.422;0.831;2.448
21.424;0.828;2.493
21.426;0.831;2.538
21.428;0.853;2.536
21.430;0.871;2.508
21.432;0.867;2.423
21.434;0.846;2.338
21.436;0.797;2.308
21.438;0.742;2.303
21.440;0.690;2.337
21.442;0.645;2.382
21.444;0.624;2.413
21.446;0.620;2.435
21.448;0.646;2.434
21.450;0.683;2.430
21.452;0.720;2.438
21.454;0.746;2.440
21.456;0.744;2.424
21.458;0.721;2.405
21.460;0.651;2.385
21.462;0.587;2.363
21.464;0.584;2.339
21.466;0.609;2.320
21.468;0.680;2.313
21.470;0.777;2.313
21.472;0.841;2.309
21.474;0.837;2.291
21.476;0.807;2.272
21.478;0.762;2.262
21.480;0.715;2.267
21.482;0.697;2.315
21.484;0.682;2.366
21.486;0.651;2.389
21.488;0.612;2.405
21.490;0.564;2.419
21.492;0.523;2.429
21.494;0.501;2.450
21.496;0.488;2.455
21.498;0.479;2.393
21.500;0.477;2.320
21.502;0.483;2.283
21.504;0.497;2.261
21.506;0.522;2.270
21.508;0.542;2.273
21.510;0.531;2.213
21.512;0.516;2.144
21.514;0.511;2.102
21.516;0.504;2.080
21.518;0.490;2.100
21.520;0.478;2.124
21.522;0.473;2.122
21.524;0.470;2.113
21.526;0.479;2.096
21.528;0.486;2.081
21.530;0.456;2.081
21.532;0.423;2.090
21.534;0.428;2.100
21.536;0.453;2.106
21.538;0.472;2.112
21.540;0.470;2.136
21.542;0.454;2.164
21.544;0.419;2.183
21.546;0.379;2.210
21.548;0.350;2.245
21.550;0.337;2.264
21.552;0.353;2.259
21.554;0.380;2.254
21.556;0.421;2.245
21.558;0.471;2.231
21.560;0.518;2.248
21.562;0.557;2.259
21.564;0.588;2.204
21.566;0.602;2.152
21.568;0.580;2.162
21.570;0.545;2.197
21.572;0.528;2.230
21.574;0.541;2.246
21.576;0.554;2.252
21.578;0.558;2.235
21.580;0.564;2.222
21.582;0.566;2.251
21.584;0.563;2.286
21.586;0.558;2.321
21.588;0.547;2.341
21.590;0.521;2.297
21.592;0.487;2.248
21.594;0.448;2.230
21.596;0.413;2.233
21.598;0.390;2.289
21.600;0.389;2.355
21.602;0.442;2.409
21.604;0.517;2.450
21.606;0.553;2.432
21.608;0.505;2.298
21.610;0.444;2.155
21.612;0.414;2.082
21.614;0.407;2.035
21.616;0.464;2.047
21.618;0.526;2.079
21.620;0.545;2.085
21.622;0.547;2.094
21.624;0.525;2.135
21.626;0.491;2.170
21.628;0.454;2.177
21.630;0.430;2.166
21.632;0.435;2.122
21.634;0.450;2.072
21.636;0.491;2.031
21.638;0.523;1.992
21.640;0.487;1.974
21.642;0.433;1.967
21.644;0.377;1.950
21.646;0.336;1.938
21.648;0.360;1.954
21.650;0.411;1.984
21.652;0.471;2.029
21.654;0.526;2.073
21.656;0.552;2.112
21.658;0.567;2.130
21.660;0.564;2.084
21.662;0.560;2.029
21.664;0.568;1.998
21.666;0.576;1.970
21.668;0.587;1.960
21.670;0.600;1.960
21.672;0.619;1.945
21.674;0.662;1.895
21.676;0.701;1.851
21.678;0.702;1.838
21.680;0.684;1.833
21.682;0.636;1.847
21.684;0.594;1.869
21.686;0.604;1.865
21.688;0.624;1.866
21.690;0.637;1.914
21.692;0.650;1.979
21.694;0.665;2.051
21.696;0.680;2.117
21.698;0.687;2.151
21.700;0.679;2.154
21.702;0.637;2.113
21.704;0.594;2.057
21.706;0.579;1.985
21.708;0.569;1.915
21.710;0.567;1.888
21.712;0.558;1.875
21.714;0.512;1.856
21.716;0.467;1.845
21.718;0.440;1.833
21.720;0.429;1.847
21.722;0.466;1.961
21.724;0.510;2.069
21.726;0.509;2.073
21.728;0.501;2.037
21.730;0.497;1.934
21.732;0.519;1.846
21.734;0.616;1.888
21.736;0.736;1.979
21.738;0.795;2.030
21.740;0.708;1.981
21.742;0.612;1.913
21.744;0.641;1.880
21.746;0.691;1.863
21.748;0.748;1.878
21.750;0.775;1.895
21.752;0.641;1.866
21.754;0.492;1.843
21.756;0.444;1.869
21.758;0.456;1.914
21.760;0.570;1.994
21.762;0.707;2.063
21.764;0.812;2.058
21.766;0.891;2.033
21.768;0.907;2.006
21.770;0.897;1.986
21.772;0.868;1.998
21.774;0.826;2.018
21.776;0.776;2.034
21.778;0.740;2.052
21.780;0.753;2.074
21.782;0.797;2.088
21.784;0.904;2.084
21.786;1.005;2.074
21.788;1.027;2.050
21.790;1.012;2.029
21.792;0.936;2.021
21.794;0.862;2.033
21.796;0.869;2.111
21.798;0.906;2.198
21.800;0.967;2.251
21.802;1.047;2.287
21.804;1.110;2.297
21.806;1.157;2.270
21.808;1.176;2.227
21.810;1.124;2.179
21.812;1.054;2.134
21.814;0.993;2.109
21.816;0.931;2.092
21.818;0.868;2.087
21.820;0.828;2.074
21.822;0.830;2.007
21.824;0.862;1.946
21.826;0.965;1.945
21.828;1.075;1.962
21.830;1.120;1.989
21.832;1.142;2.018
21.834;1.150;2.030
21.836;1.141;2.038
21.838;1.113;2.046
21.840;1.047;2.060
21.842;0.978;2.070
21.844;0.925;2.062
21.846;0.895;2.053
21.848;0.944;2.067
21.850;1.008;2.083
21.852;1.043;2.084
21.854;1.050;2.072
21.856;0.977;2.024
21.858;0.894;1.986
21.860;0.850;2.011
21.862;0.833;2.055
21.864;0.892;2.127
21.866;0.965;2.188
21.868;0.987;2.174
21.870;0.986;2.120
21.872;0.978;2.065
21.874;0.963;2.005
21.876;0.953;1.965
21.878;0.971;2.006
21.880;0.996;2.068
21.882;1.009;2.111
21.884;1.023;2.157
21.886;1.057;2.211
21.888;1.093;2.262
21.890;1.111;2.310
21.892;1.129;2.347
21.894;1.160;2.347
21.896;1.191;2.333
21.898;1.230;2.319
21.900;1.245;2.304
21.902;1.182;2.295
21.904;1.113;2.297
21.906;1.083;2.320
21.908;1.065;2.345
21.910;1.088;2.362
21.912;1.114;2.373
21.914;1.086;2.371
21.916;1.044;2.365
21.918;1.000;2.351
21.920;0.953;2.328
21.922;0.907;2.302
21.924;0.873;2.280
21.926;0.850;2.266
21.928;0.847;2.261
21.930;0.899;2.275
21.932;0.967;2.290
21.934;1.035;2.285
21.936;1.107;2.268
21.938;1.154;2.244
21.940;1.149;2.203
21.942;1.133;2.176
21.944;1.134;2.204
21.946;1.132;2.234
21.948;1.122;2.225
21.950;1.115;2.211
21.952;1.124;2.182
21.954;1.138;2.174
21.956;1.159;2.257
21.958;1.184;2.358
21.960;1.218;2.448
21.962;1.240;2.518
21.964;1.220;2.511
21.966;1.187;2.483
21.968;1.139;2.477
21.970;1.097;2.474
21.972;1.101;2.482
21.974;1.117;2.482
21.976;1.130;2.445
21.978;1.139;2.396
21.980;1.137;2.343
21.982;1.133;2.289
21.984;1.118;2.239
21.986;1.097;2.201
21.988;1.078;2.195
21.990;1.057;2.203
21.992;1.043;2.229
21.994;1.016;2.254
21.996;0.937;2.243
21.998;0.854;2.229
22.000;0.802;2.226
22.002;0.771;2.222
22.004;0.780;2.218
22.006;0.865;2.211
22.008;0.957;2.213
22.010;0.998;2.247
22.012;1.008;2.287
22.014;0.946;2.321
22.016;0.871;2.328
22.018;0.813;2.254
22.020;0.785;2.163
22.022;0.856;2.100
22.024;0.940;2.055
22.026;0.993;2.060
22.028;1.019;2.080
22.030;0.952;2.089
22.032;0.871;2.097
22.034;0.849;2.096
22.036;0.854;2.110
22.038;0.905;2.181
22.040;0.957;2.251
22.042;0.960;2.267
22.044;0.952;2.264
22.046;0.942;2.242
22.048;0.940;2.226
22.050;0.972;2.271
22.052;1.003;2.320
22.054;1.010;2.316
22.056;1.015;2.293
22.058;1.026;2.264
22.060;1.043;2.238
22.062;1.088;2.234
22.064;1.125;2.235
22.066;1.117;2.230
22.068;1.089;2.225
22.070;1.065;2.226
22.072;1.065;2.238
22.074;1.063;2.250
22.076;1.042;2.257
22.078;1.015;2.264
22.080;0.975;2.267
22.082;0.941;2.274
22.084;0.941;2.305
22.086;0.952;2.325
22.088;0.975;2.288
22.090;0.998;2.236
22.092;1.009;2.183
22.094;1.017;2.145
22.096;1.021;2.169
22.098;1.017;2.195
22.100;1.009;2.168
22.102;1.003;2.122
22.104;0.998;2.094
22.106;0.999;2.114
22.108;0.992;2.136
22.110;0.955;2.137
22.112;0.910;2.128
22.114;0.869;2.091
22.116;0.838;2.040
22.118;0.825;1.987
22.120;0.825;1.934
22.122;0.849;1.874
22.124;0.882;1.824
22.126;0.916;1.809
22.128;0.958;1.815
22.130;1.006;1.838
22.132;1.043;1.875
22.134;1.048;1.934
22.136;1.037;2.009
22.138;1.019;2.073
22.140;0.985;2.108
22.142;0.964;2.122
22.144;0.974;2.090
22.146;1.006;2.086
22.148;1.093;2.193
22.150;1.189;2.324
22.152;1.246;2.461
22.154;1.284;2.582
22.156;1.305;2.634
22.158;1.316;2.646
22.160;1.317;2.612
22.162;1.300;2.546
22.164;1.244;2.435
22.166;1.172;2.328
22.168;1.088;2.300
22.170;1.015;2.292
22.172;0.988;2.282
22.174;0.983;2.272
22.176;0.995;2.241
22.178;1.017;2.212
22.180;1.050;2.202
22.182;1.087;2.202
22.184;1.127;2.223
22.186;1.158;2.245
22.188;1.155;2.246
22.190;1.139;2.248
22.192;1.117;2.264
22.194;1.098;2.275
22.196;1.102;2.270
22.198;1.108;2.262
22.200;1.100;2.253
22.202;1.086;2.247
22.204;1.072;2.253
22.206;1.061;2.276
22.208;1.054;2.296
22.210;1.064;2.296
22.212;1.074;2.287
22.214;1.070;2.255
22.216;1.066;2.229
22.218;1.056;2.238
22.220;1.054;2.266
22.222;1.092;2.315
22.224;1.137;2.370
22.226;1.184;2.426
22.228;1.220;2.478
22.230;1.198;2.511
22.232;1.159;2.531
22.234;1.137;2.528
22.236;1.118;2.514
22.238;1.098;2.493
22.240;1.084;2.479
22.242;1.081;2.491
22.244;1.075;2.503
22.246;1.058;2.509
22.248;1.048;2.515
22.250;1.041;2.519
22.252;1.041;2.509
22.254;1.070;2.470
22.256;1.109;2.427
22.258;1.148;2.394
22.260;1.175;2.373
22.262;1.163;2.390
22.264;1.144;2.419
22.266;1.137;2.450
22.268;1.134;2.484
22.270;1.138;2.510
22.272;1.152;2.527
22.274;1.160;2.533
22.276;1.145;2.512
22.278;1.129;2.477
22.280;1.128;2.435
22.282;1.131;2.402
22.284;1.141;2.404
22.286;1.150;2.410
22.288;1.150;2.420
22.290;1.148;2.424
22.292;1.146;2.375
22.294;1.150;2.327
22.296;1.175;2.336
22.298;1.193;2.364
22.300;1.179;2.406
22.302;1.159;2.437
22.304;1.131;2.403
22.306;1.102;2.369
22.308;1.091;2.388
22.310;1.083;2.419
22.312;1.064;2.459
22.314;1.056;2.496
22.316;1.079;2.500
22.318;1.106;2.491
22.320;1.140;2.490
22.322;1.163;2.477
22.324;1.130;2.401
22.326;1.083;2.316
22.328;1.030;2.268
22.330;0.986;2.249
22.332;0.994;2.284
22.334;1.023;2.349
22.336;1.031;2.393
22.338;0.995;2.372
22.340;0.948;2.341
22.342;0.894;2.346
22.344;0.852;2.375
22.346;0.853;2.465
22.348;0.872;2.549
22.350;0.913;2.551
22.352;0.960;2.532
22.354;0.990;2.517
22.356;1.010;2.495
22.358;1.024;2.477
22.360;1.031;2.450
22.362;1.027;2.373
22.364;1.017;2.292
22.366;1.011;2.266
22.368;1.006;2.261
22.370;1.003;2.242
22.372;1.003;2.184
22.374;1.000;2.128
22.376;0.984;2.086
22.378;0.962;2.070
22.380;0.934;2.143
22.382;0.912;2.226
22.384;0.911;2.261
22.386;0.909;2.274
22.388;0.880;2.230
22.390;0.863;2.181
22.392;0.887;2.186
22.394;0.926;2.202
22.396;0.997;2.227
22.398;1.063;2.242
22.400;1.073;2.204
22.402;1.060;2.147
22.404;1.054;2.121
22.406;1.073;2.175
22.408;1.085;2.229
22.410;1.066;2.210
22.412;1.031;2.186
22.414;0.960;2.177
22.416;0.899;2.173
22.418;0.901;2.194
22.420;0.935;2.233
22.422;1.017;2.286
22.424;1.098;2.347
22.426;1.123;2.435
22.428;1.133;2.514
22.430;1.129;2.538
22.432;1.127;2.540
22.434;1.165;2.539
22.436;1.208;2.523
22.438;1.230;2.477
22.440;1.241;2.437
22.442;1.234;2.446
22.444;1.216;2.463
22.446;1.196;2.480
22.448;1.170;2.491
22.450;1.132;2.453
22.452;1.096;2.414
22.454;1.079;2.424
22.456;1.069;2.443
22.458;1.071;2.454
22.460;1.078;2.471
22.462;1.089;2.493
22.464;1.100;2.512
22.466;1.106;2.542
22.468;1.105;2.576
22.470;1.090;2.585
22.472;1.049;2.549
22.474;1.005;2.493
22.476;0.975;2.413
22.478;0.954;2.331
22.480;0.951;2.271
22.482;0.955;2.233
22.484;0.958;2.231
22.486;0.967;2.249
22.488;0.996;2.294
22.490;1.010;2.332
22.492;0.967;2.322
22.494;0.918;2.298
22.496;0.872;2.254
22.498;0.840;2.218
22.500;0.882;2.239
22.502;0.941;2.268
22.504;0.968;2.285
22.506;0.979;2.295
22.508;0.969;2.275
22.510;0.952;2.243
22.512;0.922;2.196
22.514;0.895;2.168
22.516;0.882;2.218
22.518;0.893;2.290
22.520;0.970;2.380
22.522;1.061;2.458
22.524;1.140;2.454
22.526;1.197;2.425
22.528;1.179;2.403
22.530;1.144;2.382
22.532;1.137;2.369
22.534;1.137;2.362
22.536;1.142;2.372
22.538;1.158;2.425
22.540;1.174;2.486
22.542;1.170;2.510
22.544;1.163;2.526
22.546;1.171;2.557
22.548;1.182;2.591
22.550;1.203;2.637
22.552;1.219;2.660
22.554;1.196;2.582
22.556;1.167;2.498
22.558;1.138;2.485
22.560;1.122;2.500
22.562;1.159;2.567
22.564;1.208;2.639
22.566;1.251;2.638
22.568;1.281;2.617
22.570;1.266;2.603
22.572;1.241;2.601
22.574;1.232;2.642
22.576;1.223;2.677
22.578;1.217;2.677
22.580;1.210;2.656
22.582;1.195;2.583
22.584;1.181;2.505
22.586;1.196;2.480
22.588;1.207;2.464
22.590;1.177;2.429
22.592;1.132;2.393
22.594;1.073;2.353
22.596;1.021;2.326
22.598;0.999;2.349
22.600;0.981;2.394
22.602;0.948;2.417
22.604;0.877;2.382
22.606;0.820;2.343
22.608;0.830;2.345
22.610;0.858;2.351
22.612;0.873;2.355
22.614;0.891;2.363
22.616;0.916;2.359
22.618;0.946;2.357
22.620;0.989;2.400
22.622;1.022;2.443
22.624;1.010;2.437
22.626;0.991;2.410
22.628;0.990;2.364
22.630;0.990;2.318
22.632;0.992;2.307
22.634;0.997;2.319
22.636;1.001;2.336
22.638;1.005;2.350
22.640;0.995;2.359
22.642;0.937;2.356
22.644;0.871;2.346
22.646;0.825;2.342
22.648;0.793;2.337
22.650;0.784;2.309
22.652;0.784;2.278
22.654;0.787;2.270
22.656;0.796;2.256
22.658;0.802;2.204
22.660;0.818;2.152
22.662;0.859;2.111
22.664;0.912;2.085
22.666;0.980;2.100
22.668;1.056;2.130
22.670;1.108;2.140
22.672;1.118;2.109
22.674;1.099;2.076
22.676;1.035;2.054
22.678;0.976;2.044
22.680;0.974;2.073
22.682;0.988;2.091
22.684;1.023;2.033
22.686;1.056;1.978
22.688;1.034;1.973
22.690;1.004;2.003
22.692;1.002;2.140
22.694;1.000;2.267
22.696;0.982;2.264
22.698;0.972;2.226
22.700;0.996;2.163
22.702;1.014;2.093
22.704;0.997;2.075
22.706;0.967;2.072
22.708;0.915;2.054
22.710;0.860;2.049
22.712;0.840;2.076
22.714;0.834;2.127
22.716;0.822;2.228
22.718;0.827;2.329
22.720;0.915;2.395
22.722;0.994;2.434
22.724;0.977;2.399
22.726;0.931;2.344
22.728;0.845;2.316
22.730;0.761;2.286
22.732;0.758;2.250
22.734;0.799;2.215
22.736;0.847;2.195
22.738;0.893;2.196
22.740;0.945;2.206
22.742;1.001;2.220
22.744;1.041;2.238
22.746;1.063;2.264
22.748;1.067;2.282
22.750;1.010;2.289
22.752;0.943;2.288
22.754;0.912;2.256
22.756;0.904;2.210
22.758;0.952;2.157
22.760;1.001;2.118
22.762;1.004;2.124
22.764;0.994;2.138
22.766;0.970;2.133
22.768;0.947;2.132
22.770;0.952;2.143
22.772;0.963;2.171
22.774;0.958;2.255
22.776;0.945;2.326
22.778;0.927;2.295
22.780;0.913;2.248
22.782;0.918;2.252
22.784;0.918;2.254
22.786;0.897;2.242
22.788;0.873;2.203
22.790;0.838;2.067
22.792;0.816;1.933
22.794;0.858;1.902
22.796;0.904;1.903
22.798;0.897;1.906
22.800;0.871;1.917
22.802;0.848;1.927
22.804;0.849;1.945
22.806;0.844;1.961
22.808;0.787;1.955
22.810;0.736;1.938
22.812;0.727;1.884
22.814;0.740;1.839
22.816;0.814;1.868
22.818;0.901;1.939
22.820;0.941;2.070
22.822;0.956;2.191
22.824;0.948;2.233
22.826;0.937;2.249
22.828;0.916;2.221
22.830;0.907;2.187
22.832;0.964;2.194
22.834;1.022;2.222
22.836;1.025;2.270
22.838;1.014;2.328
22.840;0.991;2.402
22.842;0.968;2.472
22.844;0.968;2.501
22.846;0.973;2.518
22.848;0.961;2.538
22.850;0.954;2.547
22.852;0.975;2.549
22.854;1.006;2.543
22.856;1.046;2.518
22.858;1.073;2.482
22.860;1.049;2.437
22.862;1.004;2.391
22.864;0.949;2.358
22.866;0.885;2.337
22.868;0.828;2.322
22.870;0.782;2.310
22.872;0.747;2.294
22.874;0.715;2.263
22.876;0.701;2.228
22.878;0.746;2.196
22.880;0.817;2.176
22.882;0.909;2.183
22.884;0.985;2.198
22.886;0.987;2.223
22.888;0.961;2.244
22.890;0.898;2.241
22.892;0.841;2.220
22.894;0.842;2.164
22.896;0.856;2.106
22.898;0.878;2.078
22.900;0.918;2.064
22.902;0.963;2.063
22.904;1.026;2.070
22.906;1.059;2.088
22.908;0.972;2.131
22.910;0.882;2.174
22.912;0.882;2.199
22.914;0.917;2.220
22.916;1.022;2.223
22.918;1.125;2.222
22.920;1.135;2.249
22.922;1.100;2.278
22.924;1.011;2.276
22.926;0.930;2.286
22.928;0.911;2.358
22.930;0.918;2.438
22.932;0.973;2.497
22.934;1.054;2.549
22.936;1.115;2.578
22.938;1.150;2.587
22.940;1.161;2.577
22.942;1.112;2.517
22.944;1.056;2.457
22.946;1.027;2.439
22.948;1.020;2.440
22.950;1.092;2.474
22.952;1.159;2.504
22.954;1.124;2.482
22.956;1.081;2.453
22.958;1.069;2.443
22.960;1.072;2.427
22.962;1.136;2.394
22.964;1.200;2.364
22.966;1.192;2.345
22.968;1.176;2.331
22.970;1.203;2.337
22.972;1.225;2.336
22.974;1.229;2.288
22.976;1.214;2.226
22.978;1.106;2.150
22.980;0.998;2.087
22.982;0.996;2.075
22.984;1.027;2.094
22.986;1.073;2.158
22.988;1.121;2.218
22.990;1.141;2.216
22.992;1.131;2.204
22.994;1.075;2.191
22.996;1.023;2.182
22.998;1.013;2.201
23.000;1.018;2.241
23.002;1.031;2.298
23.004;1.053;2.412
23.006;1.053;2.512
23.008;0.962;2.489
23.010;0.898;2.444
23.012;0.979;2.427
23.014;1.091;2.431
23.016;1.220;2.529
23.018;1.324;2.631
23.020;1.283;2.634
23.022;1.207;2.611
23.024;1.163;2.587
23.026;1.137;2.578
23.028;1.179;2.640
23.030;1.223;2.709
23.032;1.200;2.744
23.034;1.161;2.758
23.036;1.105;2.732
23.038;1.060;2.708
23.040;1.096;2.723
23.042;1.150;2.744
23.044;1.177;2.771
23.046;1.190;2.793
23.048;1.169;2.782
23.050;1.141;2.766
23.052;1.124;2.765
23.054;1.125;2.760
23.056;1.177;2.733
23.058;1.227;2.701
23.060;1.235;2.664
23.062;1.228;2.632
23.064;1.186;2.623
23.066;1.122;2.627
23.068;1.083;2.640
23.070;1.106;2.666
23.072;1.139;2.697
23.074;1.149;2.726
23.076;1.155;2.749
23.078;1.145;2.756
23.080;1.128;2.757
23.082;1.128;2.752
23.084;1.136;2.747
23.086;1.132;2.744
23.088;1.114;2.740
23.090;1.086;2.733
23.092;1.060;2.730
23.094;1.037;2.738
23.096;1.014;2.737
23.098;1.004;2.696
23.100;1.004;2.660
23.102;1.019;2.664
23.104;1.040;2.678
23.106;1.071;2.720
23.108;1.098;2.752
23.110;1.095;2.700
23.112;1.081;2.636
23.114;1.070;2.618
23.116;1.055;2.616
23.118;1.021;2.645
23.120;0.990;2.670
23.122;0.978;2.642
23.124;0.977;2.605
23.126;1.010;2.583
23.128;1.040;2.563
23.130;1.017;2.542
23.132;0.970;2.521
23.134;0.931;2.509
23.136;0.905;2.522
23.138;0.902;2.546
23.140;0.957;2.576
23.142;1.015;2.601
23.144;1.033;2.591
23.146;1.039;2.569
23.148;1.034;2.544
23.150;1.022;2.526
23.152;1.015;2.531
23.154;1.006;2.552
23.156;0.984;2.596
23.158;0.954;2.627
23.160;0.919;2.610
23.162;0.888;2.574
23.164;0.864;2.516
23.166;0.841;2.438
23.168;0.823;2.365
23.170;0.804;2.277
23.172;0.795;2.213
23.174;0.819;2.251
23.176;0.854;2.316
23.178;0.886;2.379
23.180;0.913;2.422
23.182;0.927;2.390
23.184;0.933;2.338
23.186;0.918;2.270
23.188;0.899;2.200
23.190;0.890;2.147
23.192;0.897;2.122
23.194;0.948;2.165
23.196;1.001;2.249
23.198;1.020;2.372
23.200;1.017;2.504
23.202;0.997;2.575
23.204;0.948;2.536
23.206;0.906;2.480
23.208;0.914;2.491
23.210;0.930;2.505
23.212;0.928;2.484
23.214;0.924;2.462
23.216;0.923;2.448
23.218;0.923;2.438
23.220;0.930;2.454
23.222;0.934;2.479
23.224;0.919;2.495
23.226;0.902;2.498
23.228;0.900;2.492
23.230;0.899;2.470
23.232;0.897;2.403
23.234;0.893;2.332
23.236;0.880;2.290
23.238;0.854;2.251
23.240;0.810;2.211
23.242;0.773;2.194
23.244;0.766;2.229
23.246;0.755;2.264
23.248;0.724;2.267
23.250;0.683;2.254
23.252;0.615;2.197
23.254;0.554;2.135
23.256;0.545;2.100
23.258;0.537;2.069
23.260;0.498;2.032
23.262;0.463;2.007
23.264;0.452;2.018
23.266;0.449;2.048
23.268;0.448;2.064
23.270;0.436;2.048
23.272;0.427;2.022
23.274;0.435;1.981
23.276;0.462;1.950
23.278;0.532;1.971
23.280;0.607;2.012
23.282;0.673;2.074
23.284;0.710;2.126
23.286;0.671;2.117
23.288;0.603;2.085
23.290;0.507;2.019
23.292;0.420;1.964
23.294;0.398;1.988
23.296;0.404;2.047
23.298;0.442;2.151
23.300;0.491;2.243
23.302;0.530;2.251
23.304;0.558;2.237
23.306;0.558;2.204
23.308;0.546;2.170
23.310;0.513;2.181
23.312;0.476;2.206
23.314;0.447;2.230
23.316;0.443;2.252
23.318;0.516;2.262
23.320;0.596;2.257
23.322;0.646;2.212
23.324;0.672;2.167
23.326;0.619;2.163
23.328;0.564;2.171
23.330;0.587;2.189
23.332;0.632;2.213
23.334;0.656;2.223
23.336;0.629;2.197
23.338;0.599;2.173
23.340;0.607;2.176
23.342;0.628;2.194
23.344;0.661;2.269
23.346;0.682;2.332
23.348;0.651;2.295
23.350;0.623;2.233
23.352;0.637;2.170
23.354;0.653;2.114
23.356;0.667;2.116
23.358;0.667;2.129
23.360;0.612;2.103
23.362;0.548;2.074
23.364;0.509;2.069
23.366;0.483;2.073
23.368;0.486;2.089
23.370;0.501;2.098
23.372;0.508;2.067
23.374;0.516;2.026
23.376;0.533;1.989
23.378;0.547;1.962
23.380;0.546;1.952
23.382;0.541;1.952
23.384;0.517;1.959
23.386;0.506;1.984
23.388;0.554;2.059
23.390;0.618;2.146
23.392;0.683;2.222
23.394;0.744;2.265
23.396;0.779;2.232
23.398;0.804;2.163
23.400;0.831;2.110
23.402;0.869;2.095
23.404;0.902;2.094
23.406;0.921;2.092
23.408;0.933;2.093
23.410;0.933;2.096
23.412;0.924;2.105
23.414;0.910;2.125
23.416;0.896;2.154
23.418;0.892;2.210
23.420;0.893;2.254
23.422;0.916;2.240
23.424;0.932;2.212
23.426;0.899;2.170
23.428;0.860;2.141
23.430;0.844;2.176
23.432;0.842;2.237
23.434;0.859;2.271
23.436;0.913;2.247
23.438;0.963;2.212
23.440;0.958;2.197
23.442;0.943;2.176
23.444;0.961;2.138
23.446;0.971;2.105
23.448;0.937;2.076
23.450;0.891;2.057
23.452;0.838;2.083
23.454;0.795;2.120
23.456;0.806;2.144
23.458;0.834;2.169
