age_tuned;ISOBENd13cLOESSsmooth;ISOBENd18oLOESSsmooth
23.460;0.850;2.207
23.462;0.867;2.238
23.464;0.891;2.240
23.466;0.921;2.231
23.468;0.946;2.223
23.470;0.965;2.224
23.472;0.977;2.234
23.474;0.961;2.253
23.476;0.942;2.268
23.478;0.943;2.277
23.480;0.953;2.280
23.482;0.984;2.253
23.484;1.015;2.222
23.486;1.019;2.220
23.488;1.015;2.228
23.490;1.005;2.240
23.492;0.991;2.248
23.494;0.981;2.240
23.496;0.973;2.229
23.498;0.972;2.194
23.500;0.967;2.174
23.502;0.948;2.240
23.504;0.925;2.316
23.506;0.893;2.341
23.508;0.866;2.355
23.510;0.865;2.352
23.512;0.877;2.341
23.514;0.887;2.368
23.516;0.909;2.391
23.518;0.967;2.338
23.520;1.031;2.265
23.522;1.081;2.215
23.524;1.111;2.183
23.526;1.095;2.197
23.528;1.056;2.213
23.530;1.006;2.187
23.532;0.952;2.151
23.534;0.921;2.141
23.536;0.934;2.186
23.538;0.953;2.251
23.540;0.943;2.326
23.542;0.920;2.389
23.544;0.878;2.389
23.546;0.834;2.372
23.548;0.803;2.360
23.550;0.779;2.360
23.552;0.759;2.403
23.554;0.741;2.444
23.556;0.724;2.451
23.558;0.718;2.439
23.560;0.730;2.375
23.562;0.747;2.309
23.564;0.761;2.300
23.566;0.780;2.305
23.568;0.814;2.320
23.570;0.855;2.325
23.572;0.920;2.268
23.574;0.968;2.212
23.576;0.946;2.210
23.578;0.899;2.222
23.580;0.849;2.237
23.582;0.794;2.249
23.584;0.737;2.223
23.586;0.697;2.207
23.588;0.697;2.258
23.590;0.713;2.324
23.592;0.746;2.390
23.594;0.788;2.442
23.596;0.815;2.441
23.598;0.832;2.413
23.600;0.837;2.382
23.602;0.829;2.348
23.604;0.812;2.315
23.606;0.803;2.306
23.608;0.783;2.295
23.610;0.710;2.264
23.612;0.636;2.224
23.614;0.599;2.166
23.616;0.592;2.119
23.618;0.659;2.119
23.620;0.733;2.135
23.622;0.750;2.169
23.624;0.750;2.196
23.626;0.744;2.169
23.628;0.737;2.127
23.630;0.740;2.078
23.632;0.732;2.038
23.634;0.680;2.030
23.636;0.628;2.042
23.638;0.605;2.086
23.640;0.603;2.146
23.642;0.643;2.222
23.644;0.688;2.287
23.646;0.705;2.311
23.648;0.712;2.318
23.650;0.699;2.306
23.652;0.681;2.272
23.654;0.663;2.200
23.656;0.653;2.128
23.658;0.672;2.096
23.660;0.696;2.090
23.662;0.702;2.118
23.664;0.695;2.150
23.666;0.676;2.154
23.668;0.667;2.092
23.670;0.651;2.039
23.672;0.597;2.087
23.674;0.529;2.161
23.676;0.444;2.228
23.678;0.376;2.273
23.680;0.385;2.250
23.682;0.410;2.206
23.684;0.398;2.151
23.686;0.381;2.103
23.688;0.362;2.106
23.690;0.360;2.121
23.692;0.420;2.129
23.694;0.484;2.142
23.696;0.499;2.167
23.698;0.486;2.185
23.700;0.450;2.152
23.702;0.378;2.000
23.704;0.313;1.849
23.706;0.300;1.811
23.708;0.308;1.826
23.710;0.331;1.930
23.712;0.357;2.038
23.714;0.373;2.060
23.716;0.389;2.046
23.718;0.401;1.980
23.720;0.412;1.901
23.722;0.427;1.830
23.724;0.441;1.776
23.726;0.459;1.790
23.728;0.463;1.835
23.730;0.431;1.887
23.732;0.381;1.945
23.734;0.343;1.980
23.736;0.329;1.980
23.738;0.331;1.963
23.740;0.358;1.936
23.742;0.392;1.898
23.744;0.429;1.842
23.746;0.453;1.783
23.748;0.432;1.740
23.750;0.388;1.705
23.752;0.307;1.673
23.754;0.234;1.653
23.756;0.223;1.649
23.758;0.245;1.675
23.760;0.330;1.785
23.762;0.414;1.905
23.764;0.426;1.986
23.766;0.414;2.032
23.768;0.381;1.978
23.770;0.347;1.909
23.772;0.342;1.887
23.774;0.349;1.887
23.776;0.368;1.930
23.778;0.393;1.991
23.780;0.432;2.069
23.782;0.464;2.138
23.784;0.451;2.173
23.786;0.422;2.172
23.788;0.379;2.071
23.790;0.352;1.962
23.792;0.397;1.927
23.794;0.451;1.922
23.796;0.452;1.948
23.798;0.433;1.988
23.800;0.427;2.006
23.802;0.461;1.983
23.804;0.512;1.956
23.806;0.586;1.958
23.808;0.646;1.959
23.810;0.619;1.932
23.812;0.572;1.909
23.814;0.540;1.919
23.816;0.520;1.944
23.818;0.541;1.992
23.820;0.570;2.039
23.822;0.589;2.044
23.824;0.603;2.051
23.826;0.596;2.093
23.828;0.593;2.138
23.830;0.624;2.189
23.832;0.667;2.228
23.834;0.715;2.205
23.836;0.759;2.158
23.838;0.792;2.106
23.840;0.815;2.051
23.842;0.818;2.006
23.844;0.818;1.977
23.846;0.821;1.978
23.848;0.822;1.987
23.850;0.845;2.004
23.852;0.862;2.030
23.854;0.830;2.045
23.856;0.778;2.059
23.858;0.693;2.079
23.860;0.618;2.099
23.862;0.625;2.130
23.864;0.678;2.160
23.866;0.727;2.157
23.868;0.761;2.080
23.870;0.763;1.989
23.872;0.676;1.935
23.874;0.586;1.888
23.876;0.555;1.846
23.878;0.551;1.817
23.880;0.600;1.804
23.882;0.662;1.805
23.884;0.696;1.834
23.886;0.726;1.889
23.888;0.762;1.982
23.890;0.793;2.075
23.892;0.827;2.156
23.894;0.841;2.217
23.896;0.789;2.209
23.898;0.725;2.174
23.900;0.679;2.142
23.902;0.647;2.107
23.904;0.665;2.067
23.906;0.702;2.041
23.908;0.730;2.060
23.910;0.741;2.078
23.912;0.717;2.058
23.914;0.692;2.042
23.916;0.678;2.035
23.918;0.666;2.039
23.920;0.682;2.095
23.922;0.702;2.150
23.924;0.694;2.148
23.926;0.682;2.136
23.928;0.680;2.133
23.930;0.681;2.125
23.932;0.687;2.109
23.934;0.706;2.070
23.936;0.727;2.032
23.938;0.742;2.012
23.940;0.754;2.009
23.942;0.763;2.047
23.944;0.766;2.088
23.946;0.751;2.101
23.948;0.730;2.101
23.950;0.700;2.077
23.952;0.674;2.038
23.954;0.668;1.982
23.956;0.674;1.928
23.958;0.697;1.890
23.960;0.730;1.885
23.962;0.772;1.960
23.964;0.820;2.072
23.966;0.842;2.153
23.968;0.816;2.169
23.970;0.767;2.154
23.972;0.688;2.086
23.974;0.621;2.024
23.976;0.645;2.050
23.978;0.680;2.101
23.980;0.668;2.161
23.982;0.638;2.206
23.984;0.562;2.177
23.986;0.493;2.127
23.988;0.511;2.078
23.990;0.542;2.038
23.992;0.541;2.044
23.994;0.525;2.054
23.996;0.476;2.032
23.998;0.410;1.993
24.000;0.367;1.952
24.002;0.372;1.905
24.004;0.399;1.877
24.006;0.455;1.912
24.008;0.509;1.957
24.010;0.518;1.979
24.012;0.506;1.994
24.014;0.469;1.986
24.016;0.430;1.971
24.018;0.422;1.972
24.020;0.415;1.968
24.022;0.392;1.934
24.024;0.365;1.898
24.026;0.324;1.875
24.028;0.288;1.877
24.030;0.276;1.946
24.032;0.287;2.023
24.034;0.352;2.078
24.036;0.427;2.113
24.038;0.483;2.100
24.040;0.524;2.064
24.042;0.527;2.012
24.044;0.514;1.952
24.046;0.497;1.887
24.048;0.474;1.835
24.050;0.429;1.837
24.052;0.390;1.854
24.054;0.383;1.858
24.056;0.398;1.877
24.058;0.456;1.937
24.060;0.512;2.007
24.062;0.518;2.070
24.064;0.501;2.128
24.066;0.474;2.158
24.068;0.441;2.146
24.070;0.406;2.126
24.072;0.370;2.119
24.074;0.339;2.113
24.076;0.326;2.110
24.078;0.331;2.106
24.080;0.378;2.097
24.082;0.433;2.090
24.084;0.468;2.088
24.086;0.488;2.090
24.088;0.477;2.110
24.090;0.458;2.128
24.092;0.446;2.121
24.094;0.442;2.108
24.096;0.475;2.089
24.098;0.505;2.073
24.100;0.493;2.086
24.102;0.469;2.096
24.104;0.422;2.078
24.106;0.386;2.057
24.108;0.418;2.048
24.110;0.460;2.036
24.112;0.470;2.005
24.114;0.469;1.974
24.116;0.445;1.947
24.118;0.424;1.931
24.120;0.449;1.962
24.122;0.478;1.991
24.124;0.476;1.958
24.126;0.478;1.928
24.128;0.517;1.967
24.130;0.573;2.037
24.132;0.609;2.083
24.134;0.601;2.065
24.136;0.577;2.023
24.138;0.539;1.970
24.140;0.506;1.931
24.142;0.518;1.968
24.144;0.535;2.016
24.146;0.523;2.024
24.148;0.511;2.027
24.150;0.515;2.038
24.152;0.527;2.051
24.154;0.557;2.080
24.156;0.591;2.104
24.158;0.611;2.096
24.160;0.630;2.085
24.162;0.664;2.098
24.164;0.694;2.114
24.166;0.706;2.128
24.168;0.701;2.130
24.170;0.636;2.090
24.172;0.575;2.047
24.174;0.590;2.030
24.176;0.627;2.027
24.178;0.688;2.051
24.180;0.723;2.078
24.182;0.634;2.077
24.184;0.518;2.077
24.186;0.427;2.088
24.188;0.357;2.091
24.190;0.342;2.072
24.192;0.346;2.060
24.194;0.353;2.069
24.196;0.371;2.083
24.198;0.398;2.094
24.200;0.449;2.096
24.202;0.495;2.088
24.204;0.501;2.075
24.206;0.489;2.058
24.208;0.456;2.017
24.210;0.420;1.975
24.212;0.405;1.967
24.214;0.404;1.975
24.216;0.431;1.997
24.218;0.463;2.021
24.220;0.478;2.035
24.222;0.484;2.036
24.224;0.484;2.010
24.226;0.479;1.974
24.228;0.458;1.926
24.230;0.427;1.873
24.232;0.414;1.859
24.234;0.426;1.905
24.236;0.462;1.973
24.238;0.561;2.076
24.240;0.663;2.172
24.242;0.702;2.194
24.244;0.718;2.185
24.246;0.709;2.154
24.248;0.700;2.115
24.250;0.737;2.100
24.252;0.777;2.098
24.254;0.796;2.111
24.256;0.793;2.121
24.258;0.731;2.117
24.260;0.668;2.115
24.262;0.666;2.131
24.264;0.690;2.161
24.266;0.712;2.196
24.268;0.704;2.223
24.270;0.698;2.250
24.272;0.723;2.289
24.274;0.746;2.325
24.276;0.750;2.358
24.278;0.758;2.377
24.280;0.787;2.341
24.282;0.817;2.299
24.284;0.843;2.300
24.286;0.859;2.311
24.288;0.833;2.325
24.290;0.807;2.332
24.292;0.829;2.309
24.294;0.853;2.275
24.296;0.849;2.229
24.298;0.829;2.188
24.300;0.786;2.169
24.302;0.744;2.162
24.304;0.719;2.177
24.306;0.708;2.200
24.308;0.724;2.220
24.310;0.751;2.237
24.312;0.789;2.243
24.314;0.821;2.241
24.316;0.827;2.222
24.318;0.820;2.202
24.320;0.798;2.199
24.322;0.770;2.202
24.324;0.744;2.206
24.326;0.714;2.208
24.328;0.672;2.201
24.330;0.634;2.193
24.332;0.634;2.196
24.334;0.710;2.221
24.336;0.796;2.248
24.338;0.852;2.262
24.340;0.885;2.266
24.342;0.850;2.240
24.344;0.806;2.213
24.346;0.808;2.207
24.348;0.802;2.209
24.350;0.753;2.222
24.352;0.697;2.239
24.354;0.642;2.249
24.356;0.599;2.258
24.358;0.613;2.273
24.360;0.641;2.287
24.362;0.663;2.299
24.364;0.680;2.301
24.366;0.668;2.280
24.368;0.647;2.254
24.370;0.626;2.239
24.372;0.601;2.220
24.374;0.577;2.185
24.376;0.553;2.147
24.378;0.515;2.096
24.380;0.490;2.057
24.382;0.530;2.079
24.384;0.587;2.114
24.386;0.632;2.130
24.388;0.674;2.146
24.390;0.705;2.167
24.392;0.734;2.187
24.394;0.768;2.197
24.396;0.792;2.196
24.398;0.779;2.193
24.400;0.681;2.185
24.402;0.587;2.195
24.404;0.584;2.285
24.406;0.617;2.367
24.408;0.691;2.353
24.410;0.768;2.311
24.412;0.809;2.246
24.414;0.830;2.191
24.416;0.801;2.213
24.418;0.762;2.261
24.420;0.736;2.319
24.422;0.721;2.369
24.424;0.754;2.373
24.426;0.800;2.364
24.428;0.838;2.349
24.430;0.847;2.346
24.432;0.784;2.394
24.434;0.711;2.440
24.436;0.642;2.437
24.438;0.593;2.424
24.440;0.629;2.413
24.442;0.681;2.404
24.444;0.702;2.419
24.446;0.709;2.429
24.448;0.682;2.396
24.450;0.650;2.364
24.452;0.636;2.368
24.454;0.623;2.377
24.456;0.611;2.392
24.458;0.593;2.390
24.460;0.551;2.318
24.462;0.500;2.217
24.464;0.465;2.146
24.466;0.440;2.125
24.468;0.437;2.143
24.470;0.502;2.249
24.472;0.570;2.347
24.474;0.583;2.326
24.476;0.571;2.280
24.478;0.524;2.237
24.480;0.466;2.195
24.482;0.416;2.198
24.484;0.382;2.207
24.486;0.383;2.159
24.488;0.412;2.116
24.490;0.507;2.161
24.492;0.608;2.226
24.494;0.646;2.258
24.496;0.647;2.276
24.498;0.621;2.283
24.500;0.559;2.276
24.502;0.494;2.271
24.504;0.460;2.290
24.506;0.438;2.311
24.508;0.417;2.316
24.510;0.407;2.326
24.512;0.425;2.370
24.514;0.450;2.408
24.516;0.481;2.400
24.518;0.515;2.380
24.520;0.529;2.347
24.522;0.541;2.313
24.524;0.572;2.312
24.526;0.594;2.317
24.528;0.583;2.308
24.530;0.557;2.291
24.532;0.536;2.273
24.534;0.525;2.242
24.536;0.523;2.213
24.538;0.530;2.211
24.540;0.543;2.225
24.542;0.572;2.253
24.544;0.603;2.298
24.546;0.623;2.382
24.548;0.631;2.452
24.550;0.613;2.449
24.552;0.595;2.432
24.554;0.604;2.419
24.556;0.609;2.391
24.558;0.586;2.351
24.560;0.561;2.310
24.562;0.537;2.238
24.564;0.508;2.171
24.566;0.492;2.172
24.568;0.480;2.189
24.570;0.443;2.182
24.572;0.410;2.176
24.574;0.423;2.191
24.576;0.445;2.208
24.578;0.467;2.220
24.580;0.482;2.231
24.582;0.475;2.249
24.584;0.457;2.249
24.586;0.417;2.195
24.588;0.387;2.130
24.590;0.431;2.062
24.592;0.473;2.002
24.594;0.444;1.980
24.596;0.380;1.982
24.598;0.315;1.996
24.600;0.250;2.029
24.602;0.218;2.069
24.604;0.271;2.105
24.606;0.350;2.126
24.608;0.432;2.115
24.610;0.500;2.098
24.612;0.501;2.091
24.614;0.486;2.090
24.616;0.475;2.114
24.618;0.462;2.133
24.620;0.459;2.111
24.622;0.464;2.090
24.624;0.471;2.102
24.626;0.480;2.107
24.628;0.520;2.096
24.630;0.560;2.081
24.632;0.563;2.035
24.634;0.546;1.984
24.636;0.502;1.961
24.638;0.468;1.964
24.640;0.479;2.001
24.642;0.512;2.061
24.644;0.585;2.171
24.646;0.655;2.276
24.648;0.673;2.310
24.650;0.676;2.324
24.652;0.662;2.329
24.654;0.649;2.333
24.656;0.662;2.367
24.658;0.685;2.397
24.660;0.718;2.397
24.662;0.754;2.384
24.664;0.769;2.361
24.666;0.745;2.322
24.668;0.716;2.288
24.670;0.709;2.286
24.672;0.706;2.280
24.674;0.697;2.247
24.676;0.689;2.217
24.678;0.692;2.197
24.680;0.697;2.191
24.682;0.706;2.247
24.684;0.716;2.308
24.686;0.713;2.317
24.688;0.700;2.307
24.690;0.665;2.277
24.692;0.631;2.242
24.694;0.607;2.215
24.696;0.599;2.196
24.698;0.632;2.200
24.700;0.660;2.207
24.702;0.648;2.205
24.704;0.627;2.200
24.706;0.604;2.188
24.708;0.573;2.183
24.710;0.531;2.200
24.712;0.485;2.217
24.714;0.444;2.221
24.716;0.416;2.218
24.718;0.422;2.202
24.720;0.436;2.183
24.722;0.426;2.171
24.724;0.418;2.160
24.726;0.443;2.164
24.728;0.482;2.179
24.730;0.508;2.194
24.732;0.504;2.204
24.734;0.496;2.204
24.736;0.484;2.169
24.738;0.477;2.138
24.740;0.509;2.160
24.742;0.543;2.201
24.744;0.549;2.258
24.746;0.549;2.306
24.748;0.545;2.308
24.750;0.533;2.294
24.752;0.503;2.267
24.754;0.468;2.240
24.756;0.429;2.240
24.758;0.406;2.250
24.760;0.444;2.261
24.762;0.517;2.271
24.764;0.574;2.268
24.766;0.575;2.247
24.768;0.563;2.230
24.770;0.559;2.240
24.772;0.562;2.254
24.774;0.616;2.243
24.776;0.670;2.237
24.778;0.657;2.271
24.780;0.619;2.320
24.782;0.560;2.387
24.784;0.506;2.437
24.786;0.488;2.405
24.788;0.486;2.352
24.790;0.505;2.320
24.792;0.529;2.292
24.794;0.551;2.256
24.796;0.578;2.222
24.798;0.595;2.216
24.800;0.583;2.268
24.802;0.570;2.329
24.804;0.582;2.369
24.806;0.596;2.391
24.808;0.617;2.356
24.810;0.630;2.318
24.812;0.594;2.326
24.814;0.542;2.345
24.816;0.494;2.358
24.818;0.458;2.366
24.820;0.461;2.360
24.822;0.467;2.356
24.824;0.452;2.381
24.826;0.427;2.406
24.828;0.372;2.413
24.830;0.327;2.397
24.832;0.338;2.319
24.834;0.367;2.246
24.836;0.408;2.252
24.838;0.446;2.275
24.840;0.463;2.312
24.842;0.464;2.326
24.844;0.438;2.219
24.846;0.396;2.106
24.848;0.331;2.086
24.850;0.262;2.091
24.852;0.204;2.131
24.854;0.154;2.163
24.856;0.117;2.102
24.858;0.100;2.033
24.860;0.122;2.022
24.862;0.168;2.036
24.864;0.210;2.060
24.866;0.235;2.088
24.868;0.253;2.114
24.870;0.268;2.135
24.872;0.280;2.151
24.874;0.284;2.158
24.876;0.281;2.155
24.878;0.257;2.126
24.880;0.238;2.102
24.882;0.262;2.124
24.884;0.294;2.157
24.886;0.317;2.189
24.888;0.326;2.205
24.890;0.286;2.160
24.892;0.238;2.109
24.894;0.202;2.092
24.896;0.181;2.093
24.898;0.209;2.123
24.900;0.254;2.159
24.902;0.313;2.177
24.904;0.359;2.195
24.906;0.336;2.214
24.908;0.296;2.233
24.910;0.266;2.248
24.912;0.252;2.271
24.914;0.289;2.334
24.916;0.332;2.402
24.918;0.339;2.459
24.920;0.340;2.488
24.922;0.346;2.433
24.924;0.355;2.354
24.926;0.371;2.286
24.928;0.388;2.224
24.930;0.403;2.206
24.932;0.419;2.262
24.934;0.438;2.332
24.936;0.457;2.391
24.938;0.472;2.428
24.940;0.475;2.374
24.942;0.484;2.309
24.944;0.525;2.297
24.946;0.558;2.308
24.948;0.556;2.364
24.950;0.533;2.420
24.952;0.471;2.425
24.954;0.404;2.413
24.956;0.370;2.381
24.958;0.342;2.349
24.960;0.308;2.340
24.962;0.283;2.335
24.964;0.282;2.320
24.966;0.291;2.308
24.968;0.310;2.301
24.970;0.334;2.310
24.972;0.360;2.370
24.974;0.384;2.429
24.976;0.405;2.448
24.978;0.419;2.441
24.980;0.417;2.384
24.982;0.404;2.316
24.984;0.384;2.256
24.986;0.357;2.211
24.988;0.315;2.203
24.990;0.270;2.226
24.992;0.243;2.304
24.994;0.234;2.404
24.996;0.249;2.450
24.998;0.302;2.379
25.000;0.351;2.283
25.002;0.348;2.211
25.004;0.336;2.168
25.006;0.343;2.213
25.008;0.356;2.277
25.010;0.377;2.318
25.012;0.388;2.349
25.014;0.353;2.353
25.016;0.318;2.352
25.018;0.324;2.360
25.020;0.352;2.369
25.022;0.426;2.386
25.024;0.496;2.394
25.026;0.499;2.366
25.028;0.466;2.320
25.030;0.429;2.286
25.032;0.401;2.273
25.034;0.388;2.279
25.036;0.410;2.322
25.038;0.442;2.374
25.040;0.462;2.425
25.042;0.480;2.458
25.044;0.510;2.430
25.046;0.529;2.386
25.048;0.502;2.345
25.050;0.474;2.300
25.052;0.474;2.261
25.054;0.494;2.229
25.056;0.578;2.193
25.058;0.655;2.173
25.060;0.649;2.198
25.062;0.608;2.245
25.064;0.566;2.289
25.066;0.537;2.326
25.068;0.506;2.358
25.070;0.470;2.388
25.072;0.431;2.398
25.074;0.388;2.345
25.076;0.350;2.274
25.078;0.324;2.208
25.080;0.310;2.158
25.082;0.318;2.167
25.084;0.336;2.190
25.086;0.369;2.203
25.088;0.394;2.210
25.090;0.363;2.188
25.092;0.325;2.161
25.094;0.301;2.141
25.096;0.301;2.126
25.098;0.370;2.115
25.100;0.448;2.113
25.102;0.492;2.132
25.104;0.518;2.165
25.106;0.503;2.234
25.108;0.484;2.300
25.110;0.500;2.322
25.112;0.514;2.322
25.114;0.507;2.282
25.116;0.484;2.242
25.118;0.425;2.252
25.120;0.370;2.272
25.122;0.370;2.292
25.124;0.391;2.304
25.126;0.423;2.290
25.128;0.457;2.263
25.130;0.459;2.239
25.132;0.402;2.223
25.134;0.343;2.218
25.136;0.320;2.234
25.138;0.322;2.254
25.140;0.398;2.289
25.142;0.469;2.313
25.144;0.455;2.279
25.146;0.415;2.226
25.148;0.338;2.163
25.150;0.267;2.111
25.152;0.270;2.107
25.154;0.293;2.121
25.156;0.304;2.152
25.158;0.325;2.188
25.160;0.388;2.216
25.162;0.434;2.239
25.164;0.400;2.256
25.166;0.351;2.264
25.168;0.301;2.254
25.170;0.275;2.241
25.172;0.370;2.247
25.174;0.471;2.249
25.176;0.469;2.223
25.178;0.433;2.192
25.180;0.353;2.155
25.182;0.288;2.134
25.184;0.322;2.174
25.186;0.386;2.231
25.188;0.467;2.284
25.190;0.539;2.329
25.192;0.555;2.347
25.194;0.543;2.353
25.196;0.522;2.351
25.198;0.494;2.346
25.200;0.470;2.326
25.202;0.464;2.261
25.204;0.464;2.194
25.206;0.471;2.155
25.208;0.481;2.139
25.210;0.490;2.186
25.212;0.490;2.240
25.214;0.461;2.241
25.216;0.433;2.240
25.218;0.426;2.269
25.220;0.435;2.307
25.222;0.488;2.367
25.224;0.541;2.409
25.226;0.544;2.367
25.228;0.533;2.307
25.230;0.526;2.277
25.232;0.519;2.266
25.234;0.526;2.300
25.236;0.510;2.330
25.238;0.414;2.303
25.240;0.303;2.260
25.242;0.211;2.209
25.244;0.151;2.182
25.246;0.183;2.246
25.248;0.228;2.313
25.250;0.223;2.323
25.252;0.222;2.314
25.254;0.257;2.270
25.256;0.293;2.214
25.258;0.288;2.173
25.260;0.248;2.141
25.262;0.192;2.131
25.264;0.108;2.163
25.266;0.063;2.199
25.268;0.170;2.204
25.270;0.291;2.192
25.272;0.321;2.142
25.274;0.317;2.095
25.276;0.248;2.089
25.278;0.187;2.095
25.280;0.226;2.109
25.282;0.291;2.131
25.284;0.354;2.145
25.286;0.409;2.159
25.288;0.419;2.178
25.290;0.413;2.200
25.292;0.399;2.227
25.294;0.391;2.257
25.296;0.416;2.291
25.298;0.444;2.311
25.300;0.465;2.284
25.302;0.472;2.249
25.304;0.433;2.227
25.306;0.393;2.215
25.308;0.388;2.234
25.310;0.393;2.255
25.312;0.412;2.248
25.314;0.435;2.247
25.316;0.445;2.283
25.318;0.452;2.322
25.320;0.464;2.343
25.322;0.475;2.349
25.324;0.475;2.313
25.326;0.462;2.254
25.328;0.433;2.217
25.330;0.366;2.214
25.332;0.308;2.233
25.334;0.315;2.303
25.336;0.343;2.376
25.338;0.393;2.406
25.340;0.428;2.406
25.342;0.379;2.347
25.344;0.310;2.272
25.346;0.257;2.203
25.348;0.216;2.153
25.350;0.220;2.166
25.352;0.241;2.205
25.354;0.252;2.256
25.356;0.263;2.305
25.358;0.281;2.335
25.360;0.316;2.362
25.362;0.388;2.390
25.364;0.453;2.406
25.366;0.480;2.409
25.368;0.475;2.390
25.370;0.385;2.316
25.372;0.287;2.230
25.374;0.247;2.159
25.376;0.225;2.096
25.378;0.233;2.053
25.380;0.249;2.033
25.382;0.249;2.058
25.384;0.247;2.086
25.386;0.253;2.088
25.388;0.256;2.076
25.390;0.245;2.030
25.392;0.233;1.982
25.394;0.242;1.993
25.396;0.313;2.136
25.398;0.385;2.287
25.400;0.396;2.344
25.402;0.382;2.356
25.404;0.327;2.290
25.406;0.268;2.215
25.408;0.244;2.211
25.410;0.241;2.219
25.412;0.266;2.226
25.414;0.297;2.225
25.416;0.318;2.185
25.418;0.350;2.147
25.420;0.401;2.146
25.422;0.461;2.156
25.424;0.540;2.166
25.426;0.615;2.173
25.428;0.653;2.163
25.430;0.670;2.149
25.432;0.659;2.137
25.434;0.637;2.127
25.436;0.617;2.115
25.438;0.591;2.109
25.440;0.564;2.123
25.442;0.533;2.141
25.444;0.491;2.158
25.446;0.444;2.166
25.448;0.389;2.131
25.450;0.353;2.105
25.452;0.374;2.145
25.454;0.412;2.199
25.456;0.454;2.234
25.458;0.500;2.257
25.460;0.519;2.264
25.462;0.486;2.253
25.464;0.440;2.251
25.466;0.397;2.305
25.468;0.367;2.351
25.470;0.370;2.327
25.472;0.400;2.281
25.474;0.490;2.222
25.476;0.574;2.167
25.478;0.589;2.135
25.480;0.579;2.117
25.482;0.527;2.131
25.484;0.473;2.156
25.486;0.464;2.173
25.488;0.481;2.194
25.490;0.545;2.215
25.492;0.609;2.229
25.494;0.634;2.237
25.496;0.638;2.249
25.498;0.582;2.251
25.500;0.526;2.264
25.502;0.531;2.340
25.504;0.565;2.417
25.506;0.634;2.442
25.508;0.711;2.457
25.510;0.776;2.466
25.512;0.827;2.470
25.514;0.853;2.493
25.516;0.864;2.513
25.518;0.848;2.504
25.520;0.820;2.485
25.522;0.794;2.465
25.524;0.764;2.442
25.526;0.749;2.429
25.528;0.764;2.442
25.530;0.795;2.464
25.532;0.839;2.488
25.534;0.877;2.507
25.536;0.882;2.491
25.538;0.870;2.474
25.540;0.827;2.498
25.542;0.788;2.523
25.544;0.796;2.522
25.546;0.807;2.509
25.548;0.809;2.471
25.550;0.805;2.438
25.552;0.773;2.465
25.554;0.733;2.502
25.556;0.713;2.517
25.558;0.698;2.523
25.560;0.685;2.519
25.562;0.667;2.502
25.564;0.656;2.482
25.566;0.662;2.461
25.568;0.678;2.441
25.570;0.720;2.433
25.572;0.757;2.429
25.574;0.749;2.424
25.576;0.731;2.413
25.578;0.716;2.375
25.580;0.700;2.333
25.582;0.687;2.309
25.584;0.681;2.302
25.586;0.676;2.315
25.588;0.679;2.337
25.590;0.705;2.371
25.592;0.742;2.414
25.594;0.764;2.444
25.596;0.754;2.455
25.598;0.738;2.467
25.600;0.734;2.488
25.602;0.730;2.494
25.604;0.731;2.462
25.606;0.726;2.417
25.608;0.698;2.353
25.610;0.666;2.298
25.612;0.633;2.301
25.614;0.611;2.317
25.616;0.637;2.324
25.618;0.663;2.328
25.620;0.650;2.324
25.622;0.623;2.323
25.624;0.579;2.326
25.626;0.534;2.332
25.628;0.514;2.351
25.630;0.504;2.369
25.632;0.496;2.369
